"go_id","go_name","root_node"
"GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","molecular_function"
"GO:0006464","cellular protein modification process","biological_process"
"GO:0042157","lipoprotein metabolic process","biological_process"
"GO:0019706","protein-cysteine S-palmitoyltransferase activity","molecular_function"
"GO:0008168","methyltransferase activity","molecular_function"
"GO:0046872","metal ion binding","molecular_function"
"GO:0051537","2 iron, 2 sulfur cluster binding","molecular_function"
"GO:0005758","mitochondrial intermembrane space","cellular_component"
"GO:0006915","apoptotic process","biological_process"
"GO:0016226","iron-sulfur cluster assembly","biological_process"
"GO:0043069","negative regulation of programmed cell death","biological_process"
"GO:0016168","chlorophyll binding","molecular_function"
"GO:0019904","protein domain specific binding","molecular_function"
"GO:0031409","pigment binding","molecular_function"
"GO:0006816","calcium ion transport","biological_process"
"GO:0009639","response to red or far red light","biological_process"
"GO:0009768","photosynthesis, light harvesting in photosystem I","biological_process"
"GO:0010196","nonphotochemical quenching","biological_process"
"GO:0018298","protein-chromophore linkage","biological_process"
"GO:0035304","regulation of protein dephosphorylation","biological_process"
"GO:0009522","photosystem I","cellular_component"
"GO:0009783","photosystem II antenna complex","cellular_component"
"GO:0009941","chloroplast envelope","cellular_component"
"GO:0010287","plastoglobule","cellular_component"
"GO:0000786","nucleosome","cellular_component"
"GO:0036459","thiol-dependent ubiquitinyl hydrolase activity","molecular_function"
"GO:0060089","molecular transducer activity","molecular_function"
"GO:0006334","nucleosome assembly","biological_process"
"GO:0010155","regulation of proton transport","biological_process"
"GO:0016567","protein ubiquitination","biological_process"
"GO:0046777","protein autophosphorylation","biological_process"
"GO:0051020","GTPase binding","molecular_function"
"GO:0005769","early endosome","cellular_component"
"GO:0005770","late endosome","cellular_component"
"GO:0005798","Golgi-associated vesicle","cellular_component"
"GO:0030897","HOPS complex","cellular_component"
"GO:0033263","CORVET complex","cellular_component"
"GO:0009630","gravitropism","biological_process"
"GO:0035542","regulation of SNARE complex assembly","biological_process"
"GO:0042144","vacuole fusion, non-autophagic","biological_process"
"GO:0044707",NA,NA
"GO:0043136","glycerol-3-phosphatase activity","molecular_function"
"GO:0006114","glycerol biosynthetic process","biological_process"
"GO:0006259","DNA metabolic process","biological_process"
"GO:0006974","cellular response to DNA damage stimulus","biological_process"
"GO:0016311","dephosphorylation","biological_process"
"GO:0005815","microtubule organizing center","cellular_component"
"GO:0007346","regulation of mitotic cell cycle","biological_process"
"GO:0048367","shoot system development","biological_process"
"GO:0004844","uracil DNA N-glycosylase activity","molecular_function"
"GO:0006261","DNA-dependent DNA replication","biological_process"
"GO:0097510","base-excision repair, AP site formation via deaminated base removal","biological_process"
"GO:0000156","phosphorelay response regulator activity","molecular_function"
"GO:0000160","phosphorelay signal transduction system","biological_process"
"GO:0007623","circadian rhythm","biological_process"
"GO:0009736","cytokinin-activated signaling pathway","biological_process"
"GO:0009963","positive regulation of flavonoid biosynthetic process","biological_process"
"GO:0010363","regulation of plant-type hypersensitive response","biological_process"
"GO:0031328","positive regulation of cellular biosynthetic process","biological_process"
"GO:1900378","positive regulation of secondary metabolite biosynthetic process","biological_process"
"GO:2000762","regulation of phenylpropanoid metabolic process","biological_process"
"GO:0009536","plastid","cellular_component"
"GO:0031323","regulation of cellular metabolic process","biological_process"
"GO:0060255","regulation of macromolecule metabolic process","biological_process"
"GO:0005789","endoplasmic reticulum membrane","cellular_component"
"GO:0071782","endoplasmic reticulum tubular network","cellular_component"
"GO:0007596","blood coagulation","biological_process"
"GO:0035115","embryonic forelimb morphogenesis","biological_process"
"GO:0042733","embryonic digit morphogenesis","biological_process"
"GO:0071786","endoplasmic reticulum tubular network organization","biological_process"
"GO:0010033","response to organic substance","biological_process"
"GO:0005778","peroxisomal membrane","cellular_component"
"GO:0007031","peroxisome organization","biological_process"
"GO:0009653","anatomical structure morphogenesis","biological_process"
"GO:0015031","protein transport","biological_process"
"GO:0048518","positive regulation of biological process","biological_process"
"GO:0051172","negative regulation of nitrogen compound metabolic process","biological_process"
"GO:0019901","protein kinase binding","molecular_function"
"GO:0004707","MAP kinase activity","molecular_function"
"GO:0005875","microtubule associated complex","cellular_component"
"GO:0015629","actin cytoskeleton","cellular_component"
"GO:0032153","cell division site","cellular_component"
"GO:0044765",NA,NA
"GO:0019867","outer membrane","cellular_component"
"GO:0031975","envelope","cellular_component"
"GO:0044462",NA,NA
"GO:0046395","carboxylic acid catabolic process","biological_process"
"GO:0051234","establishment of localization","biological_process"
"GO:0004420","hydroxymethylglutaryl-CoA reductase (NADPH) activity","molecular_function"
"GO:0050661","NADP binding","molecular_function"
"GO:0006694","steroid biosynthetic process","biological_process"
"GO:0008299","isoprenoid biosynthetic process","biological_process"
"GO:0015936","coenzyme A metabolic process","biological_process"
"GO:0001510","RNA methylation","biological_process"
"GO:0008033","tRNA processing","biological_process"
"GO:0044281","small molecule metabolic process","biological_process"
"GO:0015030","Cajal body","cellular_component"
"GO:0031428","box C/D snoRNP complex","cellular_component"
"GO:0032040","small-subunit processome","cellular_component"
"GO:0001653","peptide receptor activity","molecular_function"
"GO:0004383","guanylate cyclase activity","molecular_function"
"GO:0032440","2-alkenal reductase [NAD(P)+] activity","molecular_function"
"GO:0006182","cGMP biosynthetic process","biological_process"
"GO:0045087","innate immune response","biological_process"
"GO:0046983","protein dimerization activity","molecular_function"
"GO:0009734","auxin-activated signaling pathway","biological_process"
"GO:0009855","determination of bilateral symmetry","biological_process"
"GO:0010154","fruit development","biological_process"
"GO:0048439","flower morphogenesis","biological_process"
"GO:0048481","plant ovule development","biological_process"
"GO:0048507","meristem development","biological_process"
"GO:0048519","negative regulation of biological process","biological_process"
"GO:0009059","macromolecule biosynthetic process","biological_process"
"GO:0019031","viral envelope","cellular_component"
"GO:0008233","peptidase activity","molecular_function"
"GO:0016798","hydrolase activity, acting on glycosyl bonds","molecular_function"
"GO:0019172","glyoxalase III activity","molecular_function"
"GO:0006569","tryptophan catabolic process","biological_process"
"GO:0009684","indoleacetic acid biosynthetic process","biological_process"
"GO:0019243","methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione","biological_process"
"GO:0019249","lactate biosynthetic process","biological_process"
"GO:0005786","signal recognition particle, endoplasmic reticulum targeting","cellular_component"
"GO:0006616","SRP-dependent cotranslational protein targeting to membrane, translocation","biological_process"
"GO:0006617","SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition","biological_process"
"GO:0042493","response to drug","biological_process"
"GO:0008312","7S RNA binding","molecular_function"
"GO:0008652","cellular amino acid biosynthetic process","biological_process"
"GO:0009805","coumarin biosynthetic process","biological_process"
"GO:0042398","cellular modified amino acid biosynthetic process","biological_process"
"GO:0046208","spermine catabolic process","biological_process"
